Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
NIRF-PHRM-1-2456020972,Manipal College Of Pharmaceutical Sciences-Manipal,MANIPAL,Karnataka,77.87,1,83.22,71.28,86.22,67.30,85
NIRF-PHRM-1-2454629936,University Institute Of Pharmaceutical Sciences-Chandigarh,CHANDIGARH,Chandigarh,77.10,2,73.86,97.59,69.89,50.06,77
NIRF-PHRM-1-2455871382,Jamia Hamdard,NEW DELHI,Delhi,71.38,3,69.57,85.77,70.37,45.52,74
NIRF-PHRM-1-2460064011,"Poona College Of Pharmacy, Erandwane, Pune-Pune",PUNE,Maharashtra,70.92,4,52.87,81.66,66.91,71.75,98
NIRF-PHRM-512,"Institute Of Pharmacy, Nirma University",Ahmedabad,Gujarat ,69.76,5,55.52,73.95,81.54,73.41,77
NIRF-PHRM-1-2453380959,Bombay College Of Pharmacy-Mumbai,MUMBAI,Maharashtra,69.48,6,54.46,79.13,70.07,61.22,97
NIRF-PHRM-1-2451694143,Birla Institute Of Technology,RANCHI,Jharkhand,67.00,7,60.96,71.90,78.54,40.66,93
NIRF-PHRM-1-2450640850,Amrita School Of Pharmacy,KOCHI,Kerala,66.09,8,64.23,68.59,90.83,62.79,32
NIRF-PHRM-1-2449942640,JSS College Of Pharmacy,OOTACAMUND,Tamil Nadu,63.29,9,48.44,78.46,50.90,85.42,48
NIRF-PHRM-1-2456024149,JSS College Of Pharmacy,MYSORE,Karnataka,63.21,10,51.40,61.94,63.17,69.44,93
NIRF-PHRM-1-2452430866,PSG College Of Pharmacy,COIMBATORE,Tamil Nadu,61.30,11,65.39,60.61,65.35,64.70,40
NIRF-PHRM-1-2451331846,L. M. College Of Pharmacy,AHMEDABAD,Gujarat,60.56,12,48.99,64.45,59.01,58.29,89
NIRF-PHRM-1-2455848168,Al Ameen College Of Pharmacy,BANGALORE,Karnataka,59.67,13,53.48,58.55,45.51,67.70,91
NIRF-PHRM-1-2450732333,R. C. Patel Institute Of Pharmaceutical Education & Research,SHIRPUR,Maharashtra,57.25,14,46.67,71.70,42.90,69.30,49
NIRF-PHRM-1-2451215344,"H.K.E.S S Matoshree Taradevi Rampure Institute Of Pharmaceutical Sciences, Gulbarga, Karnataka",GULBARGA,Karnataka,56.31,15,69.75,57.22,45.06,48.89,41
NIRF-PHRM-1-2450990240,University College Of Pharmaceutical Sciences,WARANGAL,Telangana,56.17,16,51.77,66.14,60.34,48.13,45
NIRF-PHRM-1-2454742218,"Chitkara College Of Pharmacy,-Rajpura",RAJPURA,Punjab,56.11,17,56.84,71.16,48.10,48.60,32
NIRF-PHRM-1-2450994516,N.G.S.M.Institute Of Pharmaceutical Sciences-Mangalore,MANGALORE,Karnataka,55.26,18,55.75,57.65,69.91,65.92,9
NIRF-PHRM-1-2455034475,School Of Pharmacy-Solan,SOLAN,Himachal Pradesh,55.17,19,60.43,49.17,74.70,41.31,49
NIRF-PHRM-1-2454907332,Raghavendra Institute Of Pharmaceuatical Education & Research (Riper)-Anantapur,ANANTAPUR,Andhra Pradesh,55.05,20,41.90,58.16,63.06,76.86,40
