Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-P-U-0107,Jamia Hamdard,New Delhi,Delhi,78.43,1,72.99,90.70,76.64,53.42,86.49
IR-P-U-0078,Panjab University,Chandigarh,Chandigarh,78.10,2,71.04,88.14,72.91,71.22,86.49
IR-P-U-0380,National Institute of Pharmaceutical Education and Research,Mohali,Punjab,74.59,3,73.50,69.00,82.27,59.19,94.74
IR-P-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,74.32,4,78.95,69.55,82.04,58.48,75.22
IR-P-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,69.09,5,79.85,60.57,66.76,68.53,67.60
IR-P-I-1077,National Institute of Pharmaceutical Education and Research,Hyderabad,Telangana,68.29,6,79.95,55.53,83.48,65.19,44.17
IR-P-C-7249,Manipal College of Pharmaceutical Sciences,Udupi,Karnataka,67.20,7,77.00,46.32,70.26,70.07,91.50
IR-P-C-35006,JSS College of Pharmacy,Nilgiri,Tamil Nadu,63.17,8,75.70,24.45,84.20,73.49,89.43
IR-P-N-14,National Institute of Pharmaceutical Education and Research,Gandhinagar,Gujarat,62.10,9,87.61,31.66,74.53,72.08,42.02
IR-P-C-35007,JSS College of Pharmacy,Mysore,Karnataka,61.33,10,68.48,31.43,72.43,68.66,100.00
IR-P-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,59.16,11,71.46,47.17,55.06,52.45,73.18
IR-P-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,57.76,12,68.78,58.94,51.58,37.83,53.52
IR-P-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,57.40,13,79.90,35.49,75.21,62.32,15.06
IR-P-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,56.69,14,53.21,60.62,62.35,50.74,50.03
IR-P-U-0436,Amrita School of Pharmacy,Kochi,Kerala,56.43,15,56.21,54.34,61.29,51.80,58.26
IR-P-C-35430,Poona College of Pharmacy,Pune,Maharashtra,55.84,16,66.14,32.50,69.49,54.74,68.78
IR-P-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,55.07,17,64.77,40.71,72.64,49.19,39.76
IR-P-U-0383,Punjabi University,Patiala,Punjab,54.67,18,58.91,52.66,63.69,40.36,44.17
IR-P-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,54.66,19,70.03,25.60,83.03,74.54,19.07
