Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-P-U-0107,Jamia Hamdard,New Delhi,Delhi,80.50,1,78.18,85.18,80.85,57.65,95.70
IR-P-U-0078,Panjab University,Chandigarh,Chandigarh,79.80,2,76.05,83.43,76.47,71.53,95.05
IR-P-U-0380,National Institute of Pharmaceutical Education and Research Mohali,Mohali,Punjab,74.73,3,79.78,61.99,79.53,62.88,100.00
IR-P-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,74.50,4,79.12,65.11,86.13,53.79,86.32
IR-P-I-1077,National Institute of Pharmaceutical Education and Research Hyderabad,Hyderabad,Telangana,73.81,5,81.75,57.70,87.19,65.18,80.23
IR-P-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,72.95,6,88.39,60.82,74.71,67.95,64.47
IR-P-C-7249,Manipal College of Pharmaceutical Sciences,Udupi,Karnataka,67.42,7,77.24,44.74,73.25,68.83,93.03
IR-P-N-14,National Institute of Pharmaceutical Education and Research Ahmedabad,Gandhinagar,Gujarat,65.64,8,84.97,39.56,76.69,66.33,63.08
IR-P-C-35006,JSS College of Pharmacy,Ooty,Tamil Nadu,65.60,9,77.54,28.53,90.20,73.65,83.81
IR-P-C-35007,JSS College of Pharmacy,Mysore,Karnataka,64.58,10,76.16,28.41,82.33,68.59,98.82
IR-P-I-1073,National Institute of Pharmaceutical Education and Research Guwahati,Guwahati,Assam,60.45,11,84.16,30.80,70.57,66.68,51.78
IR-P-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,59.88,12,72.88,52.84,67.02,37.78,49.89
IR-P-N-10,SVKM`s Narsee Monjee Institute of Management Studies ,Mumbai,Maharashtra,57.85,13,77.13,34.25,81.91,60.45,20.00
IR-P-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,57.68,14,66.72,42.86,77.34,52.01,41.30
IR-P-U-0436,Amrita School of Pharmacy,Kochi,Kerala,56.82,15,58.11,53.78,66.30,63.83,36.24
IR-P-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,56.52,16,66.30,42.30,59.38,60.42,60.15
IR-P-U-0146,Nirma University,Ahmedabad,Gujarat,55.05,17,62.01,41.58,69.74,52.36,47.90
IR-P-N-26,National Institute of Pharmaceutical Education and Research Raebareli,LUCKNOW,Uttar Pradesh,54.99,18,83.31,30.27,53.00,59.59,43.62
IR-P-U-0473,S. R. M. Institute of Science and Technology,Chennai,Tamil Nadu,54.85,19,59.20,57.11,51.76,50.28,45.82
IR-P-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,54.54,20,70.47,26.18,82.42,74.82,15.83
IR-P-U-0497,Amity University Noida,Gautam Budh Nagar,Uttar Pradesh,54.49,21,67.88,53.39,44.28,59.01,33.46
IR-P-C-35430,"Poona College of Pharmacy, Pune",Pune,Maharashtra,54.44,22,64.87,28.05,72.51,54.85,65.82
