Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR17-COLL-1-29115,Miranda House,Delhi,Delhi,69.39,1,75.76,27.44,90.06,96.45,41.82
IR17-COLL-2-959129,Loyola College,District Chennai,Tamil Nadu,68.68,2,66.92,100.00,48.42,56.45,80.45
IR17-COLL-2-29134,Shri Ram College of Commerce,Delhi,Delhi,67.18,3,77.63,0.20,97.51,93.80,53.98
IR17-COLL-1-19387,Bishop Heber College,District Tiruchirapalli,Tamil Nadu,61.18,4,76.62,53.99,61.28,68.11,18.63
IR17-COLL-2-21799,Atma Ram Sanatan Dharma College,New Delhi,Delhi,60.68,5,74.22,30.54,79.60,82.51,0.21
IR17-COLL-2-20078,St. Xavier`s College,Kolkata,West Bengal,59.12,6,64.23,36.86,74.17,56.32,54.92
IR17-COLL-2-29111,Lady Shri Ram College for Women,New Delhi,Delhi,58.28,7,68.35,1.96,71.44,92.38,56.72
IR17-COLL-1-19855,Dyal Singh College,New Delhi,Delhi,58.22,8,87.03,23.46,55.26,78.67,17.95
IR17-COLL-2-20022,Deen Dayal Upadhyaya College,New Delhi,Delhi,58.06,9,80.06,32.26,55.35,85.46,9.25
IR17-COLL-2-19443,The Women's Christian College,Chennai,Tamil Nadu,57.37,10,72.06,10.17,86.73,62.50,26.64
IR17-COLL-2-818511,P.S.G. College of Arts & Science,District Coimbatore,Tamil Nadu,55.64,11,55.73,37.26,72.04,60.58,43.72
IR17-COLL-2-967530,Madras Christian College,District Kancheepuram,Tamil Nadu,55.44,12,74.34,26.16,52.96,63.31,51.70
IR17-COLL-1-18824,Ayya Nadar Janaki Ammal College,District Virudhnagar,Tamil Nadu,54.62,13,65.19,21.87,72.01,65.88,28.14
IR17-COLL-1-819241,P.S.G.R. Krishnammal College for Women,District Coimbatore,Tamil Nadu,53.97,14,68.11,15.64,70.73,63.13,32.56
IR17-COLL-2-20024,Keshav Mahavidyalya,Delhi,Delhi,53.21,15,76.34,21.49,60.62,72.31,0.11
IR17-COLL-1-15094,Ethiraj College for Women,Chennai,Tamil Nadu,52.85,16,57.67,7.02,77.01,60.57,58.21
IR17-COLL-2-21140,Christ College (Autonomous),Thrissur,Kerala,52.62,17,70.80,5.47,77.83,67.69,6.82
IR17-COLL-1-29161,Loreto College,Calcutta-16,West Bengal,51.85,18,68.59,1.18,75.82,69.09,17.16
IR17-COLL-1-24821,Kongunadu Arts & Science College,District Coimbatore,Tamil Nadu,51.84,19,54.49,46.40,64.49,62.95,6.50
IR17-COLL-1-19833,Acharya Narendra Dev College,Kalkaji,Delhi,51.06,20,73.43,7.07,55.50,87.62,6.13
IR17-COLL-1-30222,AU College of Science and Technology,Visakhapatnam,Andhra Pradesh,50.85,21,85.05,7.53,52.04,60.50,17.40
IR17-COLL-2-1277986,Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,50.80,22,51.15,3.06,77.56,72.48,45.93
IR17-COLL-2-30226,AU College of Arts and Commerce,Visakhapatnam,Andhra Pradesh,49.73,23,79.93,0.00,66.20,56.97,6.52
IR17-COLL-2-16853,Andhra Loyola College,Vijayawada,Andhra Pradesh,49.41,24,61.11,22.45,61.07,66.88,12.92
IR17-COLL-2-18888,Rajagiri College of Social Sciences,Dist. Ernakulam,Kerala,48.90,25,82.95,1.13,51.14,72.46,1.30
IR17-COLL-1-25232,Holy Cross College,District Tiruchirapalli,Tamil Nadu,48.13,26,67.51,7.10,59.59,60.15,25.40
IR17-COLL-1-15202,Fatima College (Autonomous),Madurai,Tamil Nadu,47.95,27,63.69,4.18,60.23,65.13,31.71
IR17-COLL-2-22683,Sacred Heart College,Dist. Ernakulam,Kerala,47.24,28,74.86,11.73,53.26,58.74,3.08
IR17-COLL-1-20019,St. Joseph`s College of Commerce,Bengaluru,Karnataka,47.21,29,52.83,0.00,67.36,71.44,38.00
IR17-COLL-1-21126,Rajiv Gandhi Institute of Information Technology and Biotechnology (RGIITBT),Pune,Maharashtra,47.04,30,71.85,1.94,44.11,66.68,40.74
IR17-COLL-1-20139,St. Joseph's College,Dist. Calicut,Kerala,46.73,31,62.86,5.87,62.24,65.58,13.03
IR17-COLL-2-1-11028,Post Graduate Government College for Girls,Chandigarh,Chandigarh,46.54,32,54.60,0.02,68.09,82.21,8.06
IR17-COLL-2-2003358,Ramanujan College,Kalkaji,Delhi,45.92,33,56.39,0.83,65.17,83.52,0.10
IR17-COLL-2-29130,Shaheed Bhagat Singh College (Evening Classes),New Delhi,Delhi,45.76,34,72.48,1.29,43.48,84.77,1.70
IR17-COLL-2-19281,Fergusson College,Dist. Pune,Maharashtra,45.51,35,48.08,15.04,62.25,53.67,44.65
IR17-COLL-2-19229,Degree College of Physical Education,Dist. Amravati,Maharashtra,45.48,36,54.04,0.02,78.35,64.56,0.02
IR17-COLL-1-19146,Shri M.V. & Smt. N.V. Virani Science College,Dist. Rajkot,Gujarat,45.31,37,60.11,2.84,72.53,51.73,8.20
IR17-COLL-1-67207,V.V. Vanniaperumal College for Women,District Virudhnagar,Tamil Nadu,45.06,38,56.72,4.41,69.15,60.02,8.75
IR17-COLL-2-67573,Virudhunagar Hindu Nadars Senthikumara Nadar College,District Virudhnagar,Tamil Nadu,44.80,39,58.97,32.54,46.18,55.39,7.41
IR17-COLL-2-2587381,St. Xavier's College,Mumbai,Maharashtra,44.67,40,53.25,4.58,57.80,54.29,51.77
IR17-COLL-2-19095,Goswami Ganesh Dutta S.D. College,Sector 32 Chandigarh,Chandigarh,44.56,41,50.78,7.21,71.07,67.34,0.17
IR17-COLL-1-20138,St. Joseph's College,Dist. Trichur,Kerala,44.35,42,56.26,0.02,68.41,62.50,9.88
IR17-COLL-1-19386,A.V.C. College-District Quaide-E-Milleth,District Quaide-E-Milleth,Tamil Nadu,44.29,43,62.18,17.62,51.04,60.11,3.42
IR17-COLL-1-19418,Dr. N.G.P. Arts & Science College,District Coimbatore,Tamil Nadu,44.00,44,54.40,9.68,58.34,70.26,6.15
IR17-COLL-2-21092,St Aloysius College (Autonomous),Mangalore,Karnataka,44.00,44,57.63,6.69,54.37,68.56,14.97
IR17-COLL-1-20029,Sri Guru Nanak Dev Khalsa College,New Delhi,Delhi,43.86,46,68.69,0.00,51.57,54.94,21.17
IR17-COLL-1-19427,Justice Baseer Ahmed Sayeed College for Women,Chennai,Tamil Nadu,43.77,47,54.06,1.55,67.63,57.61,16.86
IR17-COLL-2-20199,Mercy College,Dist. Palakkad,Kerala,43.68,48,54.48,0.02,79.18,50.20,0.14
IR17-COLL-1-21963,Little Flower College,District Trichur,Kerala,43.59,49,49.02,0.00,73.17,70.22,0.64
IR17-COLL-1-27982,K.S. Rangaswamy College of Arts and Science,Tiruchengode,Tamil Nadu,43.32,50,47.05,15.52,65.94,57.02,10.73
IR17-COLL-2-19444,MES Keveeyam College,Valanchary,Kerala,43.30,51,49.09,2.99,75.85,60.00,0.10
IR17-COLL-2-20207,Vimla College,Dist. Trichur,Kerala,43.23,52,58.56,1.65,65.52,58.65,1.49
IR17-COLL-1-30551,"Government College of Arts, Science and Commerce Quepem",Quepem,Goa,43.18,53,67.92,0.00,49.17,70.07,0.14
IR17-COLL-2-20105,Holy Cross College,District Kanyakumari,Tamil Nadu,43.17,54,60.37,2.90,51.39,70.08,11.20
IR17-COLL-2-21977,St. Mary's College,Dist. Trichur,Kerala,42.72,55,50.52,1.31,73.04,60.15,0.25
IR17-COLL-1-59902,Saiva Bhanu Kshatriya College,District Virudhnagar,Tamil Nadu,42.57,56,63.00,8.20,55.01,55.04,0.25
IR17-COLL-1-19419,Gobi Arts and Science College-Karattatipalayam Post,Karattatipalayam Post,Tamil Nadu,42.39,57,53.57,2.75,65.90,60.00,2.99
IR17-COLL-2-18987,Vivekanand College,Kolhapur,Maharashtra,42.26,58,51.27,6.42,70.77,51.24,2.15
IR17-COLL-2-30622,Shri Shankarlal Sundarbai Shasun Jain College for Women,Chennai,Tamil Nadu,42.07,59,49.74,0.00,66.11,70.08,1.11
IR17-COLL-1-19435,Meenakshi College for Women,District Chennai,Tamil Nadu,42.07,59,53.90,2.53,51.29,70.02,20.67
IR17-COLL-1-19878,"Vitthalbhai Patel and Rajrathan, P.T. Patel Science College",Dist. Anand,Gujarat,41.99,61,47.72,20.51,58.81,55.65,5.24
IR17-COLL-2-19438,Srimathi D.N. Bhat Vaishnav College for Women,District Kancheepuram,Tamil Nadu,41.91,62,44.56,2.83,75.77,60.03,0.33
IR17-COLL-2-19383,Kongu Arts & Science College,District Erode,Tamil Nadu,41.90,63,43.44,0.75,67.78,58.76,29.73
IR17-COLL-2-19551,J.B. College,District Jorhat,Assam,41.81,64,53.16,4.16,59.56,59.13,12.71
IR17-COLL-2-24847,Nirmala College for Women,District Coimbatore,Tamil Nadu,41.73,65,55.70,4.29,56.65,61.40,7.95
IR17-COLL-2-221339,Rathinam College of Arts and Science,Coimbatore,Tamil Nadu,41.69,66,45.89,0.04,68.80,71.13,0.40
IR17-COLL-2-21350,Mahendra Arts & Science College,Namakkal,Tamil Nadu,41.33,67,42.22,5.14,69.77,67.69,0.39
IR17-COLL-2-19380,Sri Ramakrishna College of Arts & Science for Women,District Coimbatore,Tamil Nadu,40.89,68,56.35,0.84,55.87,60.82,7.21
IR17-COLL-2-1-2811558558,SNR Sons College,Coimbatore,Tamil Nadu,40.29,69,56.50,3.24,51.26,57.26,12.75
IR17-COLL-2-18891,St. Teresa's College,Dist. Ernakula,Kerala,40.10,70,51.59,3.03,56.34,53.43,19.11
IR17-COLL-2-18873,Sri D. Manjunatheswara College,Dist. Dakshin Kannad,Karnataka,39.96,71,43.61,1.57,70.75,58.21,1.50
IR17-COLL-1-24617,Nanded Education Society`s Science College,Nanded,Maharashtra,39.47,72,50.96,1.73,62.06,55.25,0.31
IR17-COLL-2-19929,Mannam Memroial N.S.S. College,Kollam,Kerala,38.99,73,56.92,0.30,51.28,60.00,0.33
IR17-COLL-2-29281,Mehr Chand Mahajan D.A.V. College for Women,"Sector-36, Chandigarh",Chandigarh,38.84,74,49.64,2.96,52.12,64.27,6.94
IR17-COLL-2-14209,Hindusthan College of Arts and Science,Coimbatore,Tamil Nadu,38.65,75,43.38,2.72,63.03,57.34,7.43
IR17-COLL-1-30707,K.S.R. College of Arts and Science for Women,Namakkal ,Tamil Nadu,38.60,76,35.24,0.04,73.52,60.00,6.42
IR17-COLL-1-19882,Bahauddin Govt. Science College,Dist. Junagadh,Gujarat,38.42,77,42.87,0.71,68.33,54.53,1.55
IR17-COLL-1-20038,Rama Krishna Mission Vivekananda Centenary College,Rahara,West Bengal,38.29,78,47.01,17.82,49.47,42.55,18.81
IR17-COLL-2-20162,S.D.M.S.M. Kalasala,District Krishna,Andhra Pradesh,38.28,79,47.83,0.00,55.16,67.50,0.08
IR17-COLL-2-30258,Dr.V.S.Krishna Govt. Degree College,Visakhapatnam,Andhra Pradesh,38.19,80,50.46,1.95,60.33,48.73,2.67
IR17-COLL-2-19306,Symbiosis College of Arts and Commerce,Pune,Maharashtra,38.05,81,30.02,0.12,72.45,60.48,18.40
IR17-COLL-1-15615,S R M College of Arts and Science,Potheri,Tamil Nadu,38.03,82,48.06,10.65,43.93,49.33,31.04
IR17-COLL-2-30643,Sai College of Computer Education,Dist. Osmanabad,Maharashtra,37.93,83,35.97,0.00,81.78,44.67,0.04
IR17-COLL-1-29947,Assumption College,Dist. Kottayam,Kerala,37.92,84,52.41,0.77,53.64,54.15,5.21
IR17-COLL-2-19204,Gayatri Vidya Parishad College for Degree and P.G Courses (Autonomous),District Visakapatnam,Andhra Pradesh,37.56,85,44.03,0.00,62.16,58.14,0.89
IR17-COLL-1-18746,Muthayammal College of Arts & Science,Namakkal,Tamil Nadu,37.46,86,41.15,9.40,50.14,65.20,9.16
IR17-COLL-1-21121,"St. Josephs College for Women, (Autonomous)",Visakhapatnam,Andhra Pradesh,37.15,87,50.66,3.33,50.52,56.36,2.05
IR17-COLL-1-19251,Jankidevi Bajaj College of Science,District Wardha,Maharashtra,37.07,88,60.11,1.30,41.29,55.16,1.90
