Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-D-N-15,All India Institute of Medical Sciences,New Delhi,Delhi,92.07,1,89.94,97.16,93.50,72.36,100.00
IR-D-U-0079,Post Graduate Institute of Medical Education and Research,Chandigarh,Chandigarh,82.62,2,83.23,86.31,88.27,64.40,76.73
IR-D-C-45654,Christian Medical College,Vellore,Tamil Nadu,75.33,3,85.48,51.55,94.12,62.43,91.63
IR-D-U-0236,"National Institute of Mental Health & Neuro Sciences, Bangalore",Bangalore,Karnataka,73.62,4,85.47,62.17,79.91,66.44,67.12
IR-D-N-33,Sanjay Gandhi Postgraduate Institute of Medical Sciences,Lucknow,Uttar Pradesh,72.45,5,86.22,57.90,88.19,60.36,55.43
IR-D-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,69.25,6,77.82,53.22,87.03,74.47,50.67
IR-D-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,67.62,7,73.35,57.84,84.13,64.98,49.27
IR-D-U-0368,Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,67.42,8,74.63,41.18,88.57,68.14,81.59
IR-D-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,64.67,9,76.68,48.87,86.28,51.66,45.82
IR-D-C-7242,"Kasturba Medical College, Manipal",Manipal,Karnataka,63.60,10,70.54,41.91,79.04,72.64,68.04
IR-D-U-0266,Sree Chitra Tirunal Institute for Medical Sciences and Technology,Thiruvananthapuram,Kerala,63.04,11,74.66,43.36,79.20,63.72,54.19
IR-D-U-0106,Institute of Liver and Biliary Sciences,New Delhi,Delhi,61.29,12,89.45,36.80,69.96,59.55,34.67
IR-D-C-40453,St. John's Medical College,Bengaluru,Karnataka,60.83,13,75.51,35.97,80.20,66.22,47.33
IR-D-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,58.92,14,71.45,29.87,82.45,68.71,51.58
IR-D-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,58.10,15,70.49,44.24,79.57,58.31,19.41
IR-D-C-49008,"Madras Medical College & Government General Hospital, Chennai",Chennai,Tamil Nadu,57.88,16,75.61,17.41,87.95,48.39,75.49
IR-D-C-6414,Maulana Azad Medical College,Delhi,Delhi,56.35,17,72.28,25.27,83.06,55.08,49.74
IR-D-C-32922,Vardhman Mahavir Medical College & Safdarjung Hospital,New Delhi,Delhi,56.20,18,78.22,27.53,82.46,62.44,17.42
IR-D-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,55.96,19,73.48,28.23,76.95,68.65,31.89
IR-D-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,55.74,20,72.19,34.12,70.72,60.37,36.64
IR-D-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,54.13,21,72.33,32.36,71.36,65.07,19.41
IR-D-C-22461,Lady Hardinge Medical College,New Delhi,Delhi,54.07,22,76.27,22.42,75.87,49.83,43.16
IR-D-C-7251,"Kasturba Medical College, Mangalore",Mangaluru,Karnataka,53.75,23,71.31,23.06,73.68,71.72,35.34
IR-D-C-35009,"JSS Medical College, Mysore",Mysore,Karnataka,53.63,24,69.16,19.74,77.30,68.72,46.33
IR-D-U-0107,Jamia Hamdard,New Delhi,Delhi,53.18,25,68.65,40.99,54.28,69.44,24.85
IR-D-C-29255,Dayanand Medical College,Ludhiana,Punjab,53.13,26,79.52,16.52,82.15,54.76,24.00
IR-D-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,52.91,27,69.61,39.82,59.50,66.53,15.33
IR-D-U-0689,All India Institute of Medical Sciences Jodhpur,Jodhpur,Rajasthan,52.87,28,74.31,33.58,61.61,61.40,20.37
IR-D-C-29442,Government Medical College & Hospital,Chandigarh,Chandigarh,51.90,29,69.66,23.40,77.00,59.33,26.52
IR-D-I-1409,University College of Medical Sciences,Delhi,Delhi,51.89,30,59.53,34.42,75.71,59.96,25.70
IR-D-U-0688,All India Institute of Medical Sciences Bhubaneswar,Khordha,Odisha,51.87,31,70.63,22.33,64.30,65.41,45.82
IR-D-C-16424,Medical College,Kolkata,West Bengal,51.69,32,67.74,15.27,86.66,42.96,51.58
IR-D-C-45515,PSG Institute of Medical Sciences & Research,Coimbatore,Tamil Nadu,51.62,33,73.22,10.01,73.93,62.40,56.24
IR-D-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,51.52,34,73.50,19.76,74.77,72.82,13.14
IR-D-U-0168,Maharishi Markandeshwar,Ambala,Haryana,50.96,35,71.08,19.32,76.23,62.76,23.12
IR-D-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.36,36,71.23,20.60,67.00,70.11,24.00
IR-D-C-40345,M. S. Ramaiah Medical College,Bengaluru,Karnataka,50.05,37,75.28,12.10,72.60,59.88,33.30
IR-D-N-17,Sawai Man Singh Medical College,Jaipur,Rajasthan,49.65,38,71.00,15.42,89.37,50.10,8.37
IR-D-N-0158,SCB Medical College and Hospital,Cuttack,Odisha,49.42,39,67.90,13.79,88.68,44.37,27.33
IR-D-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,49.13,40,63.99,23.07,75.92,50.24,28.13
IR-D-U-0321,"Padmashree Dr. D. Y. Patil Vidyapeeth, Mumbai",Mumbai,Maharashtra,48.07,41,72.46,9.82,76.19,69.43,12.00
IR-D-U-0311,Krishna Institute of Medical Sciences Deemed University,Karad,Maharashtra,47.11,42,70.99,21.79,58.84,62.95,12.00
IR-D-C-30698,Narayana Medical College,Sri Potti Sriramulu Nellore,Andhra Pradesh,46.50,43,73.10,6.87,79.77,53.58,12.00
IR-D-C-9435,Regional Institute of Medical Sciences,Imphal West,Manipur,46.50,43,71.57,8.26,70.63,64.80,19.41
IR-D-C-19319,K. S. Hegde Medical Academy,Mangaluru,Karnataka,46.49,45,71.85,8.97,62.41,70.26,27.33
IR-D-C-47762,Mahatma Gandhi Medical College and Research Institute,Puducherry,Pondicherry,46.08,46,70.74,12.74,57.24,73.67,22.22
IR-D-C-24503,Jawaharlal Nehru Medical College,Belagavi,Karnataka,46.04,47,68.28,13.53,58.84,64.66,32.60
IR-D-C-47556,"Tirunelveli Medical College, Tirunelveli",Tirunelveli - ,Tamil Nadu,46.03,48,70.22,6.52,76.11,58.53,19.41
IR-D-C-7049,Chettinad Hospital and Research Institute,"Kelambakkam, Chengalpattu District",Tamil Nadu,45.32,49,72.42,7.02,66.81,61.87,19.41
IR-D-I-1325,"Shri B.M.Patil Medical College, Hospital & Research Centre",Vijayapura,Karnataka,45.11,50,70.07,7.90,69.35,66.48,12.00
