Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-P-U-0107,Jamia Hamdard,New Delhi,Delhi,78.52,1,75.03,82.33,82.36,57.63,90.75
IR-P-U-0078,Panjab University,Chandigarh,Chandigarh,77.99,2,76.44,80.63,77.42,73.07,80.78
IR-P-U-0391,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan,75.57,3,90.02,61.69,81.75,70.71,66.33
IR-P-U-0380,National Institute of Pharmaceutical Education and Research Mohali,Mohali,Punjab,74.52,4,77.38,61.47,81.56,65.54,100.00
IR-P-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,74.18,5,80.79,66.10,84.00,52.33,80.78
IR-P-I-1077,National Institute of Pharmaceutical Education and Research Hyderabad,Hyderabad,Telangana,74.08,6,79.55,58.82,89.96,71.06,74.72
IR-P-C-35006,JSS College of Pharmacy,Ooty,Tamil Nadu,68.99,7,83.34,33.64,90.34,73.91,84.38
IR-P-C-7249,"Manipal College of Pharmaceutical Sciences, Manipal",Udupi,Karnataka,67.65,8,75.73,50.20,74.53,67.90,81.71
IR-P-C-35007,JSS College of Pharmacy,Mysore,Karnataka,65.18,9,78.93,30.30,89.70,66.85,77.86
IR-P-N-14,National Institute of Pharmaceutical Education and Research Ahmedabad,Gandhinagar,Gujarat,63.30,10,73.18,51.41,73.85,65.41,46.25
IR-P-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,61.48,11,73.61,61.77,57.72,59.54,33.82
IR-P-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,61.21,12,68.19,57.78,68.21,77.63,20.25
IR-P-N-26,National Institute of Pharmaceutical Education and Research Raebareli,Lucknow,Uttar Pradesh,60.33,13,86.81,36.87,63.82,63.00,41.71
IR-P-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,59.99,14,80.16,43.19,76.17,61.49,16.03
IR-P-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,58.39,15,67.92,52.18,69.42,50.86,33.82
IR-P-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,57.86,16,72.47,48.32,71.64,36.35,36.62
IR-P-C-35430,"Poona College of Pharmacy, Pune",Pune,Maharashtra,55.97,17,70.91,29.91,73.26,54.99,55.81
IR-P-U-0383,"Punjabi University, Patiala",Patiala,Punjab,55.74,18,61.26,46.44,68.14,42.20,55.81
IR-P-I-1073,National Institute of Pharmaceutical Education and Research Guwahati,Guwahati,Assam,55.73,19,67.16,31.60,74.58,57.70,54.07
IR-P-U-0146,Nirma University,Ahmedabad,Gujarat,55.06,20,64.13,42.21,72.53,52.68,33.82
IR-P-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,54.82,21,67.44,34.67,70.81,52.00,48.34
IR-P-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,54.21,22,72.21,24.12,85.50,76.05,6.06
IR-P-U-0379,Lovely Professional University,Phagwara,Punjab,54.20,23,66.22,54.64,51.34,56.46,20.25
IR-P-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,53.33,24,52.80,44.53,74.79,57.91,33.82
IR-P-C-33873,Bombay College of Pharmacy,Mumbai,Maharashtra,53.24,25,74.55,20.72,63.30,53.68,66.33
IR-P-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,52.34,26,64.33,31.69,60.37,60.46,54.07
IR-P-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana,51.28,27,71.14,31.40,56.51,45.96,46.25
IR-P-C-33877,SVKM's Dr. Bhanuben Nanavati College of Pharmacy,Mumbai,Maharashtra,51.20,28,72.88,28.04,70.64,52.04,16.03
IR-P-C-10398,I. S. F. College of Pharmacy,Moga,Punjab,50.77,29,60.99,31.41,65.18,60.86,39.24
IR-P-I-1450,AU College of Pharmaceutical Sciences,Visakhapatnam,Andhra Pradesh,50.52,30,52.78,27.59,83.00,42.26,55.81
IR-P-I-1280,Maharshi Dayanand University,Rohtak,Haryana,50.19,31,59.64,38.87,56.72,49.00,44.04
IR-P-U-0853,Delhi Pharmaceutical Sciences and Research University,Delhi,Delhi,50.08,32,55.89,18.16,75.54,58.62,68.91
IR-P-I-1072,National Institute of Pharmaceutical Education and Research Kolkata,Kolkata,West Bengal,49.90,33,80.14,13.74,57.25,63.71,39.24
IR-P-U-0168,Maharishi Markandeshwar,Ambala,Haryana,49.81,34,59.93,32.19,63.51,53.02,41.71
IR-P-U-0373,Chitkara University,Rajpura,Punjab,49.68,35,71.61,17.33,62.38,63.48,41.71
IR-P-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,49.38,36,67.81,31.94,65.22,52.90,11.34
IR-P-U-0491,"Vels Institute of Science, Technology & Advanced Studies (VISTAS)",Chennai,Tamil Nadu,49.06,37,65.26,40.73,49.66,49.20,24.08
IR-P-U-0051,Dibrugarh University,Dibrugarh,Assam,48.89,38,67.35,29.80,61.27,41.07,33.82
IR-P-I-1335,Dr. D. Y. Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,48.27,39,70.16,8.18,73.74,53.97,46.25
IR-P-C-24505,"KLE College of Pharmacy, Belgaum",Belgaum,Karnataka,46.26,40,68.30,11.36,69.61,60.31,24.08
IR-P-U-0519,Integral University,Lucknow,Uttar Pradesh,45.70,41,62.12,34.65,46.30,43.33,30.82
IR-P-U-0085,Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,45.64,42,70.01,32.45,53.71,41.62,0.00
IR-P-I-1256,Noida Institute of Engineering and Technology (Pharmacy Institute),Greater Noida,Uttar Pradesh,45.50,43,63.12,3.19,70.28,56.28,59.10
IR-P-U-0034,Sri Padmavathi Mahila Visvavidyalayam,Tirupathi,Andhra Pradesh,45.40,44,68.76,24.16,55.53,52.82,11.34
IR-P-C-19322,Nitte Gulabi Shetty Memorial Institute of Pharmaceutical Sciences,Mangaluru,Karnataka,45.39,45,68.30,16.74,67.04,58.59,6.06
IR-P-C-18900,Smt. Kishoritai Bhoyar College of Pharmacy,Nagpur,Maharashtra,44.91,46,66.36,6.38,70.44,53.43,36.62
IR-P-C-409,L. M. College of Pharmacy,Ahmedabad,Gujarat,44.77,47,69.91,9.39,56.96,51.91,44.04
IR-P-U-0019,Kakatiya University,Hanamkonda,Telangana,44.40,48,43.20,31.10,64.19,50.97,41.71
