Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-A-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,82.65,1,82.49,88.84,90.67,74.01,63.55
IR-A-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,76.50,2,91.68,43.78,85.63,67.36,71.96
IR-A-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,76.14,3,68.94,85.19,88.69,67.83,70.01
IR-A-U-0116,"School of Planning and Architecture, New Delhi",New Delhi,Delhi,70.12,4,75.20,31.57,80.98,75.28,100.00
IR-A-U-0127,Centre for Environmental Planning and Technology University,Ahmedabad,Gujarat,66.77,5,71.22,56.72,81.66,59.58,46.52
IR-A-U-0626,School of Planning and Architecture Bhopal,Bhopal,Madhya Pradesh,65.58,6,72.29,36.87,83.11,76.81,49.89
IR-A-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,65.14,7,55.14,58.58,83.14,62.52,84.95
IR-A-U-0627,School of Planning & Architecture,Vijayawada,Andhra Pradesh,64.27,8,79.85,8.38,82.65,71.24,70.01
IR-A-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,61.76,9,72.80,41.00,65.59,60.20,53.00
IR-A-U-0108,Jamia Millia Islamia,New Delhi,Delhi,57.23,10,65.08,4.88,88.43,72.26,53.00
IR-A-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,57.02,11,62.90,28.13,80.76,54.30,46.52
IR-A-U-0379,Lovely Professional University,Phagwara,Punjab,56.12,12,59.81,36.71,65.40,59.23,58.61
IR-A-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,55.24,13,47.15,49.62,86.90,44.35,46.52
IR-A-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,55.21,14,60.22,42.07,60.51,59.60,46.52
IR-A-C-57952,BMS College of Arhitecture,Bengaluru,Karnataka,54.99,15,68.59,2.59,85.00,57.43,42.86
IR-A-U-0747,Chandigarh University,Mohali,Punjab,54.41,16,68.93,6.46,82.75,72.71,17.26
IR-A-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,53.93,17,58.81,38.93,61.06,69.69,34.41
IR-A-C-46330,"Faculty of Architecture, Manipal Academy of Higher Education, Manipal",Udupi,Karnataka,53.78,18,63.81,0.37,79.39,70.07,53.00
IR-A-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,52.53,19,53.47,25.14,75.74,48.44,61.15
IR-A-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,52.42,20,55.66,33.18,71.04,63.75,29.44
IR-A-U-0373,Chitkara University,Rajpura,Punjab,51.81,21,66.92,5.71,79.37,70.81,9.52
IR-A-U-0439,Anna University,Chennai,Tamil Nadu,51.25,22,45.99,34.89,60.33,51.72,86.32
IR-A-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,50.11,23,46.72,44.65,62.91,56.22,42.86
IR-A-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,50.10,24,67.12,0.83,74.57,57.86,23.79
IR-A-U-0461,M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,49.75,25,62.37,0.95,79.87,52.03,34.41
