Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-M-S-8948,Indian Institute of Management Tiruchirappalli,Tiruchirappalli,Tamil Nadu,61.10,17,76.15,28.66,86.12,62.82,61.64
IR-M-S-8942,Indian Institute of Management Udaipur,Udaipur,Rajasthan,60.94,18,79.24,34.91,84.46,70.40,27.67
IR-M-I-1044,S. P. Jain Institute of Management & Research,Mumbai,Maharashtra,58.73,19,74.82,22.49,99.16,70.37,26.56
IR-M-C-19343,Symbiosis Institute of Business Management,Pune,Maharashtra,58.64,20,79.53,19.99,94.97,67.56,30.32
IR-M-S-8904,Indian Institute of Management Ranchi,Ranchi,Jharkhand,58.26,21,71.44,25.54,91.75,72.58,35.61
IR-M-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,57.53,22,77.77,21.57,92.07,69.48,23.66
IR-M-S-8937,Indian Institute of Management Shillong,Shillong,Meghalaya,56.87,23,70.29,18.79,93.21,77.60,37.38
IR-M-N-16,Great Lakes Institute of Management,Chennai,Tamil Nadu,56.75,24,84.52,19.46,84.54,66.60,19.88
IR-M-U-0102,Indian Institute of Foreign Trade,New Delhi,Delhi,56.59,25,79.06,18.18,85.64,59.54,43.41
IR-M-I-1064,International Management Institute,New Delhi,Delhi,56.26,26,68.62,31.02,87.50,70.06,18.54
IR-M-U-0012,ICFAI Foundation for Higher Education,Hyderabad,Telangana,55.82,27,73.96,31.74,76.98,75.99,11.11
IR-M-S-8895,Indian Institute of Management Rohtak,Rohtak,Haryana,55.40,28,56.43,35.03,88.05,75.82,27.67
IR-M-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,55.09,29,68.77,46.74,67.70,56.34,12.71
IR-M-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,54.54,30,72.69,43.64,59.17,53.32,24.84
IR-M-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,54.35,31,76.28,21.50,80.13,76.37,13.48
IR-M-S-156,T. A. Pai Management Institute Manipal,Manipal,Karnataka,54.08,32,66.02,26.94,86.13,67.85,21.81
IR-M-S-8967,Indian Institute of Management Kashipur,Kashipur,Uttarakhand,53.10,33,65.05,26.53,86.13,62.10,21.81
IR-M-U-0715,Xavier University,Bhubaneswar,Odisha,53.05,34,68.29,22.13,91.99,53.96,21.18
IR-M-S-87,Goa Institute of Management,Sanquelim,Goa,52.75,35,71.60,17.30,84.98,75.12,15.73
IR-M-U-0108,Jamia Millia Islamia,New Delhi,Delhi,52.39,36,65.25,32.45,75.78,67.99,11.11
IR-M-U-0379,Lovely Professional University,Phagwara,Punjab,51.85,37,73.17,33.66,57.63,67.66,14.99
IR-M-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,51.61,38,68.23,46.13,49.97,68.12,4.99
IR-M-S-394,"Institute of Management Technology, Ghaziabad",Ghaziabad,Uttar Pradesh,51.61,38,70.30,23.62,81.92,58.73,11.92
IR-M-S-15962,Indian Institute of Management,Nagpur,Maharashtra,50.62,40,72.82,5.15,86.53,64.91,34.23
IR-M-U-0735,BML Munjal University,Gurgaon,Haryana,50.05,41,67.73,23.78,76.49,66.16,6.84
IR-M-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,49.76,42,62.91,38.92,58.21,63.79,11.92
IR-M-I-1066,Fore School of Management,New Delhi,Delhi,49.34,43,68.95,11.43,86.64,65.54,13.48
IR-M-S-354,Birla Institute of Management Technology,Greater Noida,Uttar Pradesh,48.83,44,67.15,12.37,82.73,71.46,12.71
IR-M-U-0747,Chandigarh University,Mohali,Punjab,48.57,45,69.97,12.71,65.47,81.38,25.42
IR-M-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,48.47,46,69.62,28.32,63.10,63.64,1.05
IR-M-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,47.89,47,55.85,27.42,78.26,52.04,20.53
IR-M-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,47.71,48,40.84,39.01,74.19,63.20,25.99
IR-M-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,47.64,49,57.89,36.63,68.96,44.61,10.29
IR-M-I-1238,KREA  University,"Sri City, Chittoor",Andhra Pradesh,47.58,50,72.03,4.34,84.06,73.59,4.99
IR-M-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,47.54,51,59.63,21.91,75.27,52.63,27.67
IR-M-I-1408,International Management Institute,Kolkata,West Bengal,47.48,52,69.51,12.48,79.77,63.36,5.93
IR-M-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.09,53,59.52,15.85,74.94,51.75,43.04
IR-M-U-0373,Chitkara University,Rajpura,Punjab,47.06,54,70.05,15.35,65.91,70.67,11.92
IR-M-S-92,Institute of Rural Management Anand,Anand,Gujarat,46.87,55,60.79,14.14,82.52,60.40,18.54
IR-M-S-220,K.J.Somaiya Institute Of Management,Mumbai,Maharashtra,46.68,56,69.24,8.13,83.48,59.05,8.60
IR-M-U-0439,Anna University,Chennai,Tamil Nadu,46.62,57,47.31,40.72,51.16,50.81,49.02
IR-M-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,46.58,58,70.99,23.76,57.61,52.84,13.48
IR-M-S-3283,Jaipuria Institute of Management,Noida,Uttar Pradesh,46.32,59,64.60,10.30,78.58,67.81,13.48
IR-M-U-0213,Alliance University,Bengaluru,Karnataka,46.23,60,70.30,7.50,78.20,68.50,4.04
IR-M-S-6,Indian Institute of Management Sambalpur,Sambalpur,Odisha,46.17,61,60.50,9.82,80.87,63.61,25.42
IR-M-I-1124,International Management Institute Bhubaneswar,Bhubaneswar,Odisha,46.08,62,71.14,9.59,73.91,66.83,4.04
IR-M-I-1132,Institute of Management Technology,Hyderabad,Telangana,46.04,63,65.13,10.11,75.25,69.20,14.99
IR-M-U-0555,Graphic Era University,Dehradun,Uttarakhand,45.16,64,58.80,26.70,55.75,66.42,17.16
IR-M-S-331,Loyola Institute of Business Administration,Chennai,Tamil Nadu,44.74,65,57.71,6.57,80.44,56.83,36.94
IR-M-U-0147,Pandit Deendayal Petroleum University,Gandhinagar,Gujarat,44.56,66,65.62,19.26,68.01,53.92,1.05
IR-M-S-16881,"Indian Institute of Management, Amritsar",Amritsar,Punjab,44.53,67,49.83,10.18,88.36,66.77,21.81
IR-M-S-419,"Jaipuria Institute of Management, Lucknow",Lucknow,Uttar Pradesh,44.32,68,65.49,4.06,80.80,57.91,14.99
IR-M-I-1156,Bharati Vidyapeeth's Institute of Management and Entrepreneurship Development,Pune,Maharashtra,43.99,69,66.11,0.24,75.12,75.04,15.73
IR-M-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,43.95,70,57.78,22.29,60.02,58.07,21.18
IR-M-C-32855,Jagan Institute of Management Studies,Delhi,Delhi,43.92,71,63.92,3.96,80.60,69.34,4.99
IR-M-C-34129,Principal L N Welingkar Institute of Management Development and Research,Mumbai,Maharashtra,43.73,72,66.21,6.11,78.10,58.34,5.93
IR-M-U-0851,IIHMR University,Jaipur,Rajasthan,43.44,73,64.29,7.49,71.36,74.17,2.07
IR-M-S-309,Jaipuria Institute of Management,Jaipur,Rajasthan,43.32,74,68.57,6.21,72.19,57.70,6.84
IR-M-I-1058,Indian Institute of Forest Management,Bhopal,Madhya Pradesh,43.22,75,69.04,3.00,72.77,56.36,14.24
