Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-1-P-P-U-0380,National Institute of Pharmaceutical Education and Research Mohali,Mohali,Punjab,78.20,1,76.32,78.13,81.25,57.18,98.87
IR-5-P-OEMDP-U-0107,Jamia Hamdard,New Delhi,Delhi,77.17,2,69.51,85.63,84.91,52.57,83.87
IR-6-P-OEMLDP-U-0078,Panjab University,Chandigarh,Chandigarh,76.50,3,72.85,82.97,81.05,63.93,71.54
IR-3-P-OEP-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,73.69,4,77.90,71.20,78.92,56.12,75.73
IR-3-P-OEP-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,71.92,5,76.45,64.98,74.66,71.02,74.72
IR-1-P-P-I-1077,National Institute of Pharmaceutical Education and Research Hyderabad,Hyderabad,Telangana,67.68,6,80.14,58.75,76.38,56.88,50.45
IR-1-P-P-C-7249,Manipal College of Pharmaceutical Sciences,Udupi,Karnataka,66.31,7,77.25,45.76,62.90,68.34,100.00
IR-1-P-P-C-33873,Bombay College of Pharmacy,Mumbai,Maharashtra,57.94,8,71.07,38.85,59.68,47.99,82.19
IR-6-P-OEMAPC-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,57.61,9,75.46,30.96,82.30,59.76,32.43
IR-1-P-P-C-35007,JSS College of Pharmacy,Mysore,Karnataka,57.34,10,66.54,31.24,58.14,66.69,97.12
IR-1-P-P-C-35430,Poona College of Pharmacy,Pune,Maharashtra,57.11,11,66.89,39.12,61.71,55.87,73.69
IR-6-P-OEMADP-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,56.78,12,65.18,44.61,74.41,52.02,37.72
IR-5-P-OEMAP-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,56.63,13,70.04,48.43,56.77,57.26,40.13
IR-1-P-P-N-14,National Institute of Pharmaceutical Education and Research Ahmedabad,Gandhinagar,Gujarat,55.95,14,86.56,16.77,68.82,74.24,37.72
IR-1-P-P-C-35006,JSS College of Pharmacy,Nilgiri,Tamil Nadu,55.67,15,65.42,26.37,65.92,70.87,78.62
IR-2-P-OP-U-0383,Punjabi University,Patiala,Punjab,53.20,16,59.83,58.53,53.29,40.76,29.52
IR-4-P-OEMP-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,53.41,16A,68.42,25.73,80.90,66.84,22.99
