Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-2-C-OC-C-6355,Miranda House,Delhi,Delhi,71.00,1,77.70,29.78,85.32,73.21,68.02
IR-2-C-OC-C-22470,St. Stephen`s College,Delhi,Delhi,70.77,2,79.35,16.36,94.66,68.35,60.75
IR-1-C-C-C-35825,Bishop Heber College,Tiruchirappalli,Tamil Nadu,67.63,Rank Withdrawn,73.40,65.29,62.89,56.67,70.94
IR-1-C-C-C-6377,Hindu College,Delhi,Delhi,67.46,4,74.76,25.74,86.90,71.79,47.90
IR-1-C-C-C-43921,Presidency College,Chennai,Tamil Nadu,66.21,5,81.82,99.27,35.54,31.59,65.52
IR-1-C-C-C-44006,Loyola College,Chennai,Tamil Nadu,66.06,6,67.45,82.30,48.47,46.23,100.00
IR-1-C-C-C-6419,Shri Ram College of Commerce,Delhi,Delhi,63.98,7,72.17,0.62,83.48,61.78,79.74
IR-2-C-OC-C-6415,Lady Shri Ram College for Women,New Delhi,Delhi,63.53,8,71.62,3.75,81.94,71.25,66.99
IR-1-C-C-C-11926,Ramakrishna Mission Vidyamandira,Howrah,West Bengal,62.79,9,84.98,8.89,86.08,13.29,46.23
IR-1-C-C-C-43965,Madras Christian College,Chennai,Tamil Nadu,60.74,10,74.43,27.21,58.68,46.59,75.57
IR-1-C-C-C-41124,PSG College of Arts and Science,Coimbatore,Tamil Nadu,60.34,11,61.65,38.37,65.94,51.89,82.40
IR-1-C-C-C-27608,Lady Irwin College,Delhi,Delhi,60.04,12,81.20,14.73,68.87,47.32,34.05
IR-1-C-C-C-6361,Deen Dayal Upadhyaya College,New Delhi,Delhi,59.76,13,76.83,26.52,57.12,72.25,35.39
IR-1-C-C-C-22462,Atma Ram Sanatan Dharm College,New Delhi,Delhi,59.55,14,78.43,24.30,64.94,63.62,19.45
IR-2-C-OC-C-6429,Gargi College,Delhi,Delhi,59.46,15,77.10,9.00,76.46,67.60,13.91
IR-1-C-C-C-41046,PSGR Krishnammal College for Women,Coimbatore,Tamil Nadu,59.39,16,66.63,21.10,72.84,60.93,52.83
IR-2-C-OC-C-11881,St. Xavier`s College,Calcutta,West Bengal,58.45,17,56.16,28.97,75.15,54.15,74.38
IR-1-C-C-C-43671,University College,Thiruvananthapuram,Kerala,57.51,18,75.58,16.82,71.68,48.35,20.09
IR-2-C-OC-I-1385,Fergusson College,Pune,Maharashtra,57.37,19,57.87,18.52,89.08,38.64,53.12
IR-1-C-C-C-6385,Kirori Mal College,Delhi,Delhi,57.32,20,72.98,26.50,59.07,70.69,23.16
IR-1-C-C-C-6425,Hans Raj College,Delhi,Delhi,57.19,21,70.78,12.58,64.70,66.57,41.54
IR-2-C-OC-C-43946,Women`s Christian College,Chennai,Tamil Nadu,57.18,22,71.06,14.54,72.38,44.08,40.77
IR-2-C-OC-C-6353,Sri Guru Tegh Bahadur Khalsa College,Delhi,Delhi,56.96,23,79.93,28.25,53.34,61.83,12.41
IR-2-C-OC-C-6369,Sri Venkateswara College,Delhi,Delhi,56.62,24,71.94,28.47,60.39,64.04,20.72
IR-2-C-OC-C-6432,Dyal Singh College,Delhi,Delhi,56.43,25,77.39,19.85,63.37,57.33,9.22
IR-2-C-OC-C-6431,Ramanujan College,New Delhi,Delhi,56.13,26,73.21,1.07,71.08,75.29,13.91
IR-1-C-C-C-6380,Acharya Narendra Dev College,New Delhi,Delhi,55.99,27,82.74,10.49,53.44,69.65,10.04
IR-1-C-C-C-35860,St. Joseph`s College,Tiruchirappalli,Tamil Nadu,54.41,28,62.67,32.48,55.65,38.20,67.41
IR-1-C-C-I-1317,Rama Krishna Mission Vivekananda Centenary College,Rahara,West Bengal,53.95,29,67.37,20.71,80.24,21.55,16.77
IR-1-C-C-C-43931,Stella Maris College for Women,Chennai,Tamil Nadu,53.66,30,60.82,9.70,67.14,53.15,57.76
IR-1-C-C-C-11986,Loreto College,Calcutta,West Bengal,53.55,31,56.56,0.06,84.19,52.48,46.23
IR-2-C-OC-C-6412,Maharaja Agrasen College,Delhi,Delhi,53.35,32,79.54,5.68,56.96,60.60,3.94
IR-1-C-C-C-41035,Government Arts College,Coimbatore,Tamil Nadu,53.16,33,75.11,32.02,48.07,38.14,24.90
IR-2-C-OC-I-1323,St. Joseph`s College,Dist. Calicut,Kerala,53.13,34,71.75,7.39,67.29,49.65,15.37
IR-1-C-C-C-26356,Silver Jubilee Degree College,Kurnool,Andhra Pradesh,53.12,35,74.11,0.00,67.85,63.22,2.02
IR-1-C-C-C-43767,Mar Ivanios College,Thiruvananthapuram,Kerala,53.09,36,62.95,48.48,63.33,38.09,10.04
IR-2-C-OC-C-41189,Scott Christian College,Nagercoil,Tamil Nadu,53.08,37,76.22,24.33,48.71,56.77,10.85
IR-1-C-C-C-43902,Ethiraj College for Women,Chennai,Tamil Nadu,52.92,38,60.16,6.77,70.04,51.74,51.65
IR-1-C-C-I-1293,Sri Ramakrishna Mission Vidyalaya College of Arts & Science,Coimbatore,Tamil Nadu,52.83,39,66.73,64.98,53.55,9.93,20.09
IR-1-C-C-C-42814,Ramakrishna Mission Residential College,Kolkata,West Bengal,52.71,40,74.91,27.05,47.30,15.58,53.12
IR-1-C-C-C-11708,Sacred Heart College,Ernakulam,Kerala,52.52,41,72.93,14.15,54.94,45.68,29.22
IR-1-C-C-C-35787,Holy Cross College,Tiruchirappalli,Tamil Nadu,52.51,42,65.07,4.37,67.09,43.36,47.24
IR-1-C-C-C-11691,Rajagiri College of Social Sciences,Ernakulam,Kerala,52.00,43,77.06,0.90,55.33,52.13,20.09
IR-1-C-C-C-36513,Thiagarajar College,Madurai,Tamil Nadu,51.93,44,61.85,33.16,56.70,41.19,39.19
IR-1-C-C-C-43738,T. K. M. College of Arts and Science,Kollam,Kerala,51.46,45,57.11,37.65,68.36,53.00,5.77
IR-1-C-C-C-11831,S. B. College,Kottayam,Kerala,51.43,46,69.89,15.24,65.03,36.01,13.17
IR-1-C-C-C-36579,Ayya Nadar Janaki Ammal College,Madurai,Tamil Nadu,51.35,47,63.84,16.67,59.18,49.72,35.39
IR-1-C-C-C-16178,P. D. Patel Institute of Applied Sciences,Anand,Gujarat,51.17,48,67.55,39.92,52.27,46.02,4.87
IR-1-C-C-C-43964,Madras School of Social Work,Chennai,Tamil Nadu,50.57,49,69.13,0.77,64.74,43.03,23.16
IR-1-C-C-C-6420,Jesus & Mary College,New Delhi,Delhi,50.48,50,63.93,0.61,65.30,57.16,27.65
IR-1-C-C-C-36502,Virudhunagar Hindu Nadars Senthikumara Nadar College,Virudhnagar,Tamil Nadu,50.47,51,63.77,42.36,48.01,42.87,23.16
IR-1-C-C-C-6365,Indraprastha College for Women,Delhi,Delhi,49.91,52,64.89,0.64,64.08,69.12,9.22
IR-1-C-C-C-6426,Shaheed Rajguru College of Applied Sciences for Women,Delhi,Delhi,49.85,53,64.11,10.06,63.01,67.43,2.02
IR-1-C-C-C-41173,St. Xavier`s College,Palayamkottai,Tamil Nadu,49.83,54,66.82,24.77,51.67,41.41,23.16
IR-1-C-C-C-20830,St. Joseph`s College of Commerce,Bengaluru,Karnataka,49.65,55,57.07,0.00,70.50,56.51,35.39
IR-1-C-C-C-25376,Andhra Loyola College,Vijayawada,Andhra Pradesh,49.45,56,60.02,26.45,59.76,49.17,16.08
IR-1-C-C-C-41068,Vellalar College for Women,Erode,Tamil Nadu,49.27,57,63.67,2.72,64.77,53.19,18.79
IR-1-C-C-C-36575,Sri Meenakshi Government College for Women,Madurai,Tamil Nadu,49.20,58,68.88,1.63,58.14,57.10,11.64
IR-2-C-OC-C-6366,Shivaji College,Delhi,Delhi,49.15,59,71.92,4.13,53.70,62.40,1.02
IR-1-C-C-C-20872,St. Josephs Arts & Science College,Bengaluru,Karnataka,49.12,60,60.82,22.06,44.39,57.64,46.23
IR-2-C-OC-C-6357,Shyam Lal College,Delhi,Delhi,48.98,61,63.41,8.82,66.57,54.60,2.02
IR-1-C-C-C-35416,Rajiv Gandhi Institute of Information Technology and Biotechnology,Pune,Maharashtra,48.95,62,66.83,9.64,48.39,62.96,23.75
IR-1-C-C-C-8213,Christ College,Thrissur,Kerala,48.80,63,66.08,7.76,64.60,43.14,7.53
IR-1-C-C-C-41126,Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,48.75,64,56.69,3.69,75.34,53.55,13.17
IR-1-C-C-C-36529,Fatima College,Madurai,Tamil Nadu,48.73,65,62.00,4.78,59.96,54.03,28.18
IR-2-C-OC-C-5855,St. Xavier`s College,Ahmedabad,Gujarat,48.73,65,49.04,27.28,69.46,50.62,26.02
IR-1-C-C-C-41106,Kongunadu Arts & Science College,Coimbatore,Tamil Nadu,48.67,67,58.85,33.30,53.16,45.28,23.16
IR-1-C-C-C-29312,Govt. Post-Graduate College for Girls,Chandigarh,Chandigarh,48.57,68,59.15,0.00,66.62,64.51,18.13
IR-1-C-C-C-11557,Kuriakose Gregorios College,Kottayam,Kerala,48.52,69,64.08,0.00,68.47,45.26,12.41
IR-1-C-C-C-41184,Women`s Christian College,Nagercoil,Tamil Nadu,48.48,70,69.85,11.02,56.12,42.76,5.77
IR-1-C-C-C-41110,Government Arts College,Tiruppur,Tamil Nadu,47.96,71,65.09,14.23,58.11,49.56,2.99
IR-1-C-C-C-41096,CMS College of Science and Commerce,Coimbatore,Tamil Nadu,47.92,72,59.08,5.90,68.65,61.54,1.02
IR-1-C-C-C-6397,College of Vocational Studies,New Delhi,Delhi,47.82,73,59.09,0.58,73.94,55.99,0.00
IR-1-C-C-C-35878,National College,Tiruchirapalli,Tamil Nadu,47.81,74,63.83,14.06,52.63,43.52,26.57
IR-2-C-OC-C-33555,St. Xavier`s College,Mumbai,Maharashtra,47.81,74,51.56,7.47,59.30,52.16,60.27
IR-1-C-C-C-11582,St. Teresa`s College,Ernakulam,Kerala,47.78,76,56.79,3.15,58.71,51.50,47.57
IR-1-C-C-N-6,Queen Mary`s College,Chennai,Tamil Nadu,47.53,77,68.04,17.28,44.42,43.13,23.16
IR-1-C-C-C-8008,Vimala College,Thrissur,Kerala,47.53,77,63.94,0.59,66.01,53.66,0.00
IR-1-C-C-C-8169,St. Thomas College,Thrissur,Kerala,47.43,79,65.64,5.47,62.63,45.96,1.02
IR-1-C-C-C-22466,Lakshmi Bai College,Delhi,Delhi,47.33,80,62.66,0.48,61.61,60.38,7.53
IR-1-C-C-C-36578,Lady Doak College,Madurai,Tamil Nadu,47.21,81,57.85,15.76,56.13,41.80,34.95
IR-1-C-C-I-1373,Goswami Ganesh Dutta Sanatan Dharma College,Chandigarh,Chandigarh,47.12,82,48.30,8.66,73.27,65.69,16.08
IR-1-C-C-C-35832,Jamal Mohamed College,Tiruchirappalli,Tamil Nadu,46.98,83,58.23,32.64,50.00,36.85,26.02
IR-2-C-OC-C-11833,Marian College,Kuttikanam,Kerala,46.85,84,64.74,0.26,58.60,59.70,2.99
IR-1-C-C-C-36487,V. V. Vanniaperumal College for Women,Virudhnagar,Tamil Nadu,46.76,85,62.76,3.83,60.06,43.09,17.46
IR-1-C-C-C-6391,Maitreyi College,New Delhi,Delhi,46.73,86,59.67,10.25,53.23,67.66,12.41
IR-1-C-C-C-43783,Nirmalagiri College,Kannur,Kerala,46.68,87,60.92,10.51,65.74,42.87,0.00
IR-1-C-C-C-43760,Mahatma Gandhi College,Thiruvananthapuram,Kerala,46.60,88,71.42,18.68,39.07,48.77,5.77
IR-1-C-C-C-41104,Kongu Arts & Science College,Erode,Tamil Nadu,46.45,89,48.94,0.96,64.68,40.96,64.65
IR-1-C-C-C-36547,The American College,Madurai,Tamil Nadu,46.34,90,63.95,13.31,42.90,37.30,43.04
